0.941252891,0.188250578,0.094125289,0.062750193,0.047062645
0.00217769,0.000435538,0.000217769,0.000145179,0.000108885
0.000646906,0.000129381,6.46906E-05,4.31271E-05,3.23453E-05
0.002279438,0.000455888,0.000227944,0.000151963,0.000113972
2.99088E-05,5.98176E-06,2.99088E-06,1.99392E-06,1.49544E-06
0.002443835,0.000488767,0.000244384,0.000162922,0.000122192
0.000904354,0.000180871,9.04354E-05,6.02903E-05,4.52177E-05
0.003046943,0.000609389,0.000304694,0.00020313,0.000152347
0.000881159,0.000176232,8.81159E-05,5.87439E-05,4.4058E-05
0.002405539,0.000481108,0.000240554,0.000160369,0.000120277
0.000745003,0.000149001,7.45003E-05,4.96669E-05,3.72501E-05
0.002720633,0.000544127,0.000272063,0.000181376,0.000136032
0.000320737,6.41475E-05,3.20737E-05,2.13825E-05,1.60369E-05
1.32436E-06,2.64872E-07,1.32436E-07,8.82906E-08,6.6218E-08
0.000797641,0.000159528,7.97641E-05,5.3176E-05,3.9882E-05
0.000438137,8.76275E-05,4.38137E-05,2.92092E-05,2.19069E-05
0.001372879,0.000274576,0.000137288,9.15253E-05,6.8644E-05
0.000127957,2.55913E-05,1.27957E-05,8.53044E-06,6.39783E-06
0.000762211,0.000152442,7.62211E-05,5.08141E-05,3.81105E-05
5.01745E-06,1.00349E-06,5.01745E-07,3.34496E-07,2.50872E-07
4.26093E-05,8.52186E-06,4.26093E-06,2.84062E-06,2.13047E-06
0.000177336,3.54672E-05,1.77336E-05,1.18224E-05,8.86681E-06
0.000887133,0.000177427,8.87133E-05,5.91422E-05,4.43567E-05
1.28234E-05,2.56468E-06,1.28234E-06,8.54895E-07,6.41171E-07
0.000636501,0.0001273,6.36501E-05,4.24334E-05,3.18251E-05
0.002026168,0.000405234,0.000202617,0.000135078,0.000101308
0.000646496,0.000129299,6.46496E-05,4.30997E-05,3.23248E-05
0.001780691,0.000356138,0.000178069,0.000118713,8.90346E-05
0.001993059,0.000398612,0.000199306,0.000132871,9.9653E-05
0.000518592,0.000103718,5.18592E-05,3.45728E-05,2.59296E-05
0.002938149,0.00058763,0.000293815,0.000195877,0.000146907
0.000243547,4.87095E-05,2.43547E-05,1.62365E-05,1.21774E-05
0.000307132,6.14263E-05,3.07132E-05,2.04754E-05,1.53566E-05
0.000650645,0.000130129,6.50645E-05,4.33763E-05,3.25323E-05
0.001095314,0.000219063,0.000109531,7.3021E-05,5.47657E-05
0.002042847,0.000408569,0.000204285,0.00013619,0.000102142
0.002442416,0.000488483,0.000244242,0.000162828,0.000122121
0.000150618,3.01236E-05,1.50618E-05,1.00412E-05,7.5309E-06
0.000467414,9.34827E-05,4.67414E-05,3.11609E-05,2.33707E-05
0.001409427,0.000281885,0.000140943,9.39618E-05,7.04714E-05
0.00028845,5.76899E-05,2.8845E-05,1.923E-05,1.44225E-05
0.00051905,0.00010381,5.1905E-05,3.46034E-05,2.59525E-05
0.000981126,0.000196225,9.81126E-05,6.54084E-05,4.90563E-05
1.55962E-05,3.11924E-06,1.55962E-06,1.03975E-06,7.7981E-07
0.001475734,0.000295147,0.000147573,9.83823E-05,7.37867E-05
0.000565479,0.000113096,5.65479E-05,3.76986E-05,2.8274E-05
0.000835714,0.000167143,8.35714E-05,5.57142E-05,4.17857E-05
0.001047718,0.000209544,0.000104772,6.98479E-05,5.23859E-05
2.10082E-05,4.20164E-06,2.10082E-06,1.40055E-06,1.05041E-06
0.003662106,0.000732421,0.000366211,0.00024414,0.000183105
0.002566613,0.000513323,0.000256661,0.000171108,0.000128331
0.000776021,0.000155204,7.76021E-05,5.17347E-05,3.8801E-05
0.000886047,0.000177209,8.86047E-05,5.90698E-05,4.43023E-05
0.000587556,0.000117511,5.87556E-05,3.91704E-05,2.93778E-05
0.000611693,0.000122339,6.11693E-05,4.07796E-05,3.05847E-05
0.001356657,0.000271331,0.000135666,9.04438E-05,6.78329E-05
0.000567862,0.000113572,5.67862E-05,3.78575E-05,2.83931E-05
5.70178E-05,1.14036E-05,5.70178E-06,3.80119E-06,2.85089E-06
0.000309738,6.19476E-05,3.09738E-05,2.06492E-05,1.54869E-05
0.003502414,0.000166966,8.34829E-05,5.56552E-05,4.17414E-05
0.002250644,5.98625E-05,2.99313E-05,1.99542E-05,1.49656E-05
0.00197221,0.000291889,0.000145945,9.72964E-05,7.29723E-05
0.002030961,0.000328373,0.000164187,0.000109458,8.20933E-05
0.001724181,0.000254898,0.000127449,8.49659E-05,6.37244E-05
0.002001135,0.000532681,0.000266341,0.00017756,0.00013317
0.00200847,0.000219281,0.000109641,7.30938E-05,5.48203E-05
0.002084705,6.67341E-06,3.3367E-06,2.22447E-06,1.66835E-06
0.002070044,1.68615E-05,8.43075E-06,5.6205E-06,4.21537E-06
0.002017845,2.64155E-05,1.32077E-05,8.80516E-06,6.60387E-06
0.002114275,5.27863E-05,2.63931E-05,1.75954E-05,1.31966E-05
0.002382915,4.42181E-05,2.21091E-05,1.47394E-05,1.10545E-05
0.002201816,3.44334E-05,1.72167E-05,1.14778E-05,8.60834E-06
0.001781617,0.000113458,5.67288E-05,3.78192E-05,2.83644E-05
0.002180978,7.39866E-05,3.69933E-05,2.46622E-05,1.84967E-05
0.002033195,0.00022859,0.000114295,7.61966E-05,5.71474E-05
0.001854173,1.25659E-05,6.28297E-06,4.18865E-06,3.14149E-06
0.002343493,0.000101005,5.05027E-05,3.36685E-05,2.52514E-05
0.001878234,0.000170854,8.54269E-05,5.69513E-05,4.27134E-05
0.002093348,0.000477952,0.000238976,0.000159317,0.000119488
0.002308204,9.87803E-06,4.93902E-06,3.29268E-06,2.46951E-06
0.00186928,0.000236039,0.000118019,7.86796E-05,5.90097E-05
0.002137571,0.000139767,6.98833E-05,4.65888E-05,3.49416E-05
0.002046756,0.00023183,0.000115915,7.72767E-05,5.79575E-05
