752055128,yes,yes,45.489486,-122.848955,"http://maps.google.com/maps?cbll=45.489486,-122.848955&layer=c"
752055129,yes,no,45.4852149,-122.726314,"http://maps.google.com/maps?cbll=45.4852149,-122.726314&layer=c"
752055130,yes,yes,45.484122,-122.472306,"http://maps.google.com/maps?cbll=45.484122,-122.472306&layer=c"
752055131,yes,yes,45.483409,-122.870494,"http://maps.google.com/maps?cbll=45.483409,-122.870494&layer=c"
752055132,yes,yes,45.4822119,-122.476723,"http://maps.google.com/maps?cbll=45.4822119,-122.476723&layer=c"
752055133,yes,yes,44.97855,-123.0278,"http://maps.google.com/maps?cbll=44.97855,-123.0278&layer=c"
752055134,no,,44.9619031,-123.0117194,"http://maps.google.com/maps?cbll=44.9619031,-123.0117194&layer=c"
752055135,yes,yes,44.956569,-123.0774408,"http://maps.google.com/maps?cbll=44.956569,-123.0774408&layer=c"
752055136,yes,yes,44.94748,-123.092732,"http://maps.google.com/maps?cbll=44.94748,-123.092732&layer=c"
752055137,no,,44.915191,-122.997308,"http://maps.google.com/maps?cbll=44.915191,-122.997308&layer=c"
752055138,not_avail,,44.88736,-123.08247,"http://maps.google.com/maps?cbll=44.88736,-123.08247&layer=c"
752055139,not_avail,,44.5900044,-123.2517238,"http://maps.google.com/maps?cbll=44.5900044,-123.2517238&layer=c"
752055140,yes,yes,44.5468192,-123.2855851,"http://maps.google.com/maps?cbll=44.5468192,-123.2855851&layer=c"
752055141,not_avail,,44.087738,-123.060699,"http://maps.google.com/maps?cbll=44.087738,-123.060699&layer=c"
752055142,not_avail,,44.0720964,-121.3028506,"http://maps.google.com/maps?cbll=44.0720964,-121.3028506&layer=c"
