752055128,yes,yes,45.489486,-122.848955,"http://maps.google.com/maps?cbll=45.489486,-122.848955&layer=c",94.1252891
752055129,yes,no,45.4852149,-122.726314,"http://maps.google.com/maps?cbll=45.4852149,-122.726314&layer=c",217.7690016
752055130,yes,yes,45.484122,-122.472306,"http://maps.google.com/maps?cbll=45.484122,-122.472306&layer=c",64.69064301
752055131,yes,yes,45.483409,-122.870494,"http://maps.google.com/maps?cbll=45.483409,-122.870494&layer=c",227.9438275
752055132,yes,yes,45.4822119,-122.476723,"http://maps.google.com/maps?cbll=45.4822119,-122.476723&layer=c",2.990879712
752055133,yes,yes,44.97855,-123.0278,"http://maps.google.com/maps?cbll=44.97855,-123.0278&layer=c",244.3835377
752055134,no,,44.9619031,-123.0117194,"http://maps.google.com/maps?cbll=44.9619031,-123.0117194&layer=c",90.43539055
752055135,yes,yes,44.956569,-123.0774408,"http://maps.google.com/maps?cbll=44.956569,-123.0774408&layer=c",304.6943475
752055136,yes,yes,44.94748,-123.092732,"http://maps.google.com/maps?cbll=44.94748,-123.092732&layer=c",88.11592481
752055137,no,,44.915191,-122.997308,"http://maps.google.com/maps?cbll=44.915191,-122.997308&layer=c",240.5539427
752055138,not_avail,,44.88736,-123.08247,"http://maps.google.com/maps?cbll=44.88736,-123.08247&layer=c",74.50029795
752055139,not_avail,,44.5900044,-123.2517238,"http://maps.google.com/maps?cbll=44.5900044,-123.2517238&layer=c",272.0633241
752055140,yes,yes,44.5468192,-123.2855851,"http://maps.google.com/maps?cbll=44.5468192,-123.2855851&layer=c",32.07373898
752055141,not_avail,,44.087738,-123.060699,"http://maps.google.com/maps?cbll=44.087738,-123.060699&layer=c",0.132435969
752055142,not_avail,,44.0720964,-121.3028506,"http://maps.google.com/maps?cbll=44.0720964,-121.3028506&layer=c",79.76407104
752055143,yes,no,44.069007,-123.021269,"http://maps.google.com/maps?cbll=44.069007,-123.021269&layer=c",43.81372842
752055144,not_avail,,44.0672632,-123.1077834,"http://maps.google.com/maps?cbll=44.0672632,-123.1077834&layer=c",137.2879475
752055145,yes,no,44.065615,-123.0802803,"http://maps.google.com/maps?cbll=44.065615,-123.0802803&layer=c",12.79566026
752055146,not_avail,,44.059878,-123.130343,"http://maps.google.com/maps?cbll=44.059878,-123.130343&layer=c",76.22108167
752055147,yes,yes,44.055242,-123.01708,"http://maps.google.com/maps?cbll=44.055242,-123.01708&layer=c",0.501744679
752055148,yes,yes,44.050752,-122.993708,"http://maps.google.com/maps?cbll=44.050752,-122.993708&layer=c",4.260930382
752055149,yes,yes,44.04953,-123.034662,"http://maps.google.com/maps?cbll=44.04953,-123.034662&layer=c",17.73362358
752055150,yes,no,44.041397,-121.304198,"http://maps.google.com/maps?cbll=44.041397,-121.304198&layer=c",88.71334003
752055151,not_avail,,44.039481,-121.341555,"http://maps.google.com/maps?cbll=44.039481,-121.341555&layer=c",1.282341812
752055152,yes,yes,44.0215699,-123.134635,"http://maps.google.com/maps?cbll=44.0215699,-123.134635&layer=c",63.65012406
752055153,not_avail,,42.3489081,-122.8717499,"http://maps.google.com/maps?cbll=42.3489081,-122.8717499&layer=c",202.6167887
752055154,not_avail,,42.326867,-122.89489,"http://maps.google.com/maps?cbll=42.326867,-122.89489&layer=c",64.64960623
752055155,yes,yes,42.30388,-122.873748,"http://maps.google.com/maps?cbll=42.30388,-122.873748&layer=c",178.069118
752055156,no,,42.6852925,2.8673491,"http://maps.google.com/maps?cbll=42.6852925 ,2.8673491 &layer=c",199.3059008
752055157,yes,no,48.0855609,-1.6587163,"http://maps.google.com/maps?cbll=48.0855609 ,-1.6587163 &layer=c",51.85922077
752055158,yes,yes,49.2338437,4.0497825,"http://maps.google.com/maps?cbll=49.2338437 ,4.0497825 &layer=c",293.8148622
752055159,yes,yes,49.1345127,6.1483691,"http://maps.google.com/maps?cbll=49.1345127 ,6.1483691 &layer=c",24.35473074
752055160,yes,no,45.7954596,4.8489787,"http://maps.google.com/maps?cbll=45.7954596 ,4.8489787 &layer=c",30.71315153
752055161,no,,77.554497,166.163622," https://www.google.com/maps/place/Cape+Royds+Ad%C3%A9lie+Penguin+Rookery/@-77.554275,166.161648,3a,75y,291.91h,90t/data=!3m7!1e1!3m5!1sdyBPutj3E_cbYPibZMvE-Q!2e0!3e2!7i13312!8i6656!4m2!3m1!1s0x0:0x126c9862cc53487a!6m1!1e1?hl=en-US",65.06451902
752055162,yes,yes,45.503084,-122.788185,"http://maps.google.com/maps?cbll=45.503084,-122.788185&layer=c",109.5314293
752055163,not_avail,,45.440947,-122.648567,"http://maps.google.com/maps?cbll=45.440947,-122.648567&layer=c",204.2847003
752055164,yes,yes,45.432026,-122.784792,"http://maps.google.com/maps?cbll=45.432026,-122.784792&layer=c",244.2416368
752055165,yes,yes,45.5596379,-122.630976,"http://maps.google.com/maps?cbll=45.5596379,-122.630976&layer=c",15.06179143
752055166,yes,yes,45.557412,-122.690338,"http://maps.google.com/maps?cbll=45.557412,-122.690338&layer=c",46.74137489
752055167,no,,45.3830787,-122.7568875,"http://maps.google.com/maps?cbll=45.3830787,-122.7568875&layer=c",140.9427429
752055168,yes,no,45.5112049,-122.574414,"http://maps.google.com/maps?cbll=45.5112049,-122.574414&layer=c",28.84497353
752055169,yes,no,45.418923,-122.669066,"http://maps.google.com/maps?cbll=45.418923,-122.669066&layer=c",51.90503273
752055170,yes,yes,45.5849115,-122.700169,"http://maps.google.com/maps?cbll=45.5849115,-122.700169&layer=c",98.11260407
