752055128,yes,yes,45.489486,-122.848955,"http://maps.google.com/maps?cbll=45.489486,-122.848955&layer=c",941.252891
752055129,yes,no,45.4852149,-122.726314,"http://maps.google.com/maps?cbll=45.4852149,-122.726314&layer=c",2177.690016
752055130,yes,yes,45.484122,-122.472306,"http://maps.google.com/maps?cbll=45.484122,-122.472306&layer=c",646.9064301
752055131,yes,yes,45.483409,-122.870494,"http://maps.google.com/maps?cbll=45.483409,-122.870494&layer=c",2279.438275
752055132,yes,yes,45.4822119,-122.476723,"http://maps.google.com/maps?cbll=45.4822119,-122.476723&layer=c",29.90879712
752055133,yes,yes,44.97855,-123.0278,"http://maps.google.com/maps?cbll=44.97855,-123.0278&layer=c",2443.835377
752055134,no,,44.9619031,-123.0117194,"http://maps.google.com/maps?cbll=44.9619031,-123.0117194&layer=c",904.3539055
752055135,yes,yes,44.956569,-123.0774408,"http://maps.google.com/maps?cbll=44.956569,-123.0774408&layer=c",3046.943475
752055136,yes,yes,44.94748,-123.092732,"http://maps.google.com/maps?cbll=44.94748,-123.092732&layer=c",881.1592481
752055137,no,,44.915191,-122.997308,"http://maps.google.com/maps?cbll=44.915191,-122.997308&layer=c",2405.539427
752055138,not_avail,,44.88736,-123.08247,"http://maps.google.com/maps?cbll=44.88736,-123.08247&layer=c",745.0029795
752055139,not_avail,,44.5900044,-123.2517238,"http://maps.google.com/maps?cbll=44.5900044,-123.2517238&layer=c",2720.633241
752055140,yes,yes,44.5468192,-123.2855851,"http://maps.google.com/maps?cbll=44.5468192,-123.2855851&layer=c",320.7373898
752055141,not_avail,,44.087738,-123.060699,"http://maps.google.com/maps?cbll=44.087738,-123.060699&layer=c",1.324359694
752055142,not_avail,,44.0720964,-121.3028506,"http://maps.google.com/maps?cbll=44.0720964,-121.3028506&layer=c",797.6407104
752055143,yes,no,44.069007,-123.021269,"http://maps.google.com/maps?cbll=44.069007,-123.021269&layer=c",438.1372842
752055144,not_avail,,44.0672632,-123.1077834,"http://maps.google.com/maps?cbll=44.0672632,-123.1077834&layer=c",1372.879475
752055145,yes,no,44.065615,-123.0802803,"http://maps.google.com/maps?cbll=44.065615,-123.0802803&layer=c",127.9566026
752055146,not_avail,,44.059878,-123.130343,"http://maps.google.com/maps?cbll=44.059878,-123.130343&layer=c",762.2108167
752055147,yes,yes,44.055242,-123.01708,"http://maps.google.com/maps?cbll=44.055242,-123.01708&layer=c",5.017446786
752055148,yes,yes,44.050752,-122.993708,"http://maps.google.com/maps?cbll=44.050752,-122.993708&layer=c",42.60930382
752055149,yes,yes,44.04953,-123.034662,"http://maps.google.com/maps?cbll=44.04953,-123.034662&layer=c",177.3362358
752055150,yes,no,44.041397,-121.304198,"http://maps.google.com/maps?cbll=44.041397,-121.304198&layer=c",887.1334003
752055151,not_avail,,44.039481,-121.341555,"http://maps.google.com/maps?cbll=44.039481,-121.341555&layer=c",12.82341812
752055152,yes,yes,44.0215699,-123.134635,"http://maps.google.com/maps?cbll=44.0215699,-123.134635&layer=c",636.5012406
752055153,not_avail,,42.3489081,-122.8717499,"http://maps.google.com/maps?cbll=42.3489081,-122.8717499&layer=c",2026.167887
752055154,not_avail,,42.326867,-122.89489,"http://maps.google.com/maps?cbll=42.326867,-122.89489&layer=c",646.4960623
752055155,yes,yes,42.30388,-122.873748,"http://maps.google.com/maps?cbll=42.30388,-122.873748&layer=c",1780.69118
752055156,no,,42.6852925,2.8673491,"http://maps.google.com/maps?cbll=42.6852925 ,2.8673491 &layer=c",42540.65193
752055157,yes,no,48.0855609,-1.6587163,"http://maps.google.com/maps?cbll=48.0855609 ,-1.6587163 &layer=c",1739.595574
752055158,yes,yes,49.2338437,4.0497825,"http://maps.google.com/maps?cbll=49.2338437 ,4.0497825 &layer=c",2228.7442
752055159,yes,yes,49.1345127,6.1483691,"http://maps.google.com/maps?cbll=49.1345127 ,6.1483691 &layer=c",2083.138981
752055160,yes,no,45.7954596,4.8489787,"http://maps.google.com/maps?cbll=45.7954596 ,4.8489787 &layer=c",1973.585855
752055162,yes,yes,45.503084,-122.788185,"http://maps.google.com/maps?cbll=45.503084,-122.788185&layer=c",2070.043658
752055163,not_avail,,45.440947,-122.648567,"http://maps.google.com/maps?cbll=45.440947,-122.648567&layer=c",2017.845361
752055164,yes,yes,45.432026,-122.784792,"http://maps.google.com/maps?cbll=45.432026,-122.784792&layer=c",1988.227134
752055165,yes,yes,45.5596379,-122.630976,"http://maps.google.com/maps?cbll=45.5596379,-122.630976&layer=c",1685.587192
752055166,yes,yes,45.557412,-122.690338,"http://maps.google.com/maps?cbll=45.557412,-122.690338&layer=c",2382.914969
752055167,no,,45.3830787,-122.7568875,"http://maps.google.com/maps?cbll=45.3830787,-122.7568875&layer=c",2201.815511
752055168,yes,no,45.5112049,-122.574414,"http://maps.google.com/maps?cbll=45.5112049,-122.574414&layer=c",1781.616679
752055169,yes,no,45.418923,-122.669066,"http://maps.google.com/maps?cbll=45.418923,-122.669066&layer=c",2143.206012
752055170,yes,yes,45.5849115,-122.700169,"http://maps.google.com/maps?cbll=45.5849115,-122.700169&layer=c",2006.07715
752055171,not_avail,,45.484963,-122.440431,"http://maps.google.com/maps?cbll=45.484963,-122.440431&layer=c",1854.172573
752055172,not_avail,,45.497506,-122.546122,"http://maps.google.com/maps?cbll=45.497506,-122.546122&layer=c",40145.42497
752055173,yes,yes,45.505646,-122.787249,"http://maps.google.com/maps?cbll=45.505646,-122.787249&layer=c",1895.095584
