0.941252891,0.188250578,0.094125289
3.118942907,0.623788581,0.311894291
3.765849337,0.753169867,0.376584934
6.045287612,1.209057522,0.604528761
6.075196409,1.215039282,0.607519641
8.519031786,1.703806357,0.851903179
9.423385692,1.884677138,0.942338569
12.47032917,2.494065833,1.247032917
13.35148841,2.670297683,1.335148841
15.75702784,3.151405568,1.575702784
16.50203082,3.300406164,1.650203082
19.22266406,3.844532812,1.922266406
19.54340145,3.90868029,1.954340145
19.54472581,3.908945162,1.954472581
20.34236652,4.068473304,2.034236652
20.78050381,4.156100761,2.078050381
22.15338328,4.430676656,2.215338328
22.28133988,4.456267977,2.228133988
23.0435507,4.60871014,2.30435507
23.04856815,4.60971363,2.304856815
23.09117745,4.61823549,2.309117745
23.26851369,4.653702737,2.326851369
24.15564709,4.831129417,2.415564709
24.16847051,4.833694101,2.416847051
24.80497175,4.960994349,2.480497175
26.83113963,5.366227927,2.683113963
27.4776357,5.495527139,2.74776357
29.25832688,5.851665375,2.925832688
36.99122001,6.250277177,3.125138588
39.22441426,6.353995618,3.176997809
41.10758236,6.941625342,3.470812671
42.77795328,6.990334804,3.495167402
44.74972184,7.051761107,3.525880554
46.43128469,7.181890145,3.590945073
48.67452224,7.400953004,3.700476502
50.69075823,7.809522404,3.904761202
52.80369297,8.298005678,4.149002839
54.93100862,8.328129261,4.16406463
57.18165221,8.42161201,4.210806005
58.98063102,8.703497496,4.351748748
60.72022659,8.761187443,4.380593722
62.94897079,8.864997509,4.432498754
65.03210977,9.061222717,4.530611358
72.07004366,9.064341957,4.532170979
74.08788902,9.359488729,4.679744364
76.20216396,9.472584536,4.736292268
78.58507893,9.639727244,4.819863622
80.78689444,9.849270796,4.924635398
82.56851112,9.853472435,4.926736218
84.74948915,10.5858936,5.292946801
86.7555663,11.09921621,5.549608105
88.60973887,11.25442035,5.627210173
90.95323214,11.43162972,5.715814858
92.83146626,11.54914085,5.774570425
94.92481391,11.67147951,5.835739756
97.23301825,11.94281094,5.971405468
99.10229843,12.05638337,6.028191684
101.2398699,12.06778693,6.033893465
107.0342651,12.12973451,6.064867254
108.8631388,12.29670025,6.148350127
110.5496115,12.35656277,6.178281387
112.4816518,12.64845206,6.324226032
114.4256467,12.97682539,6.488412696
116.2161685,13.231723,6.615861502
118.1112641,13.76440408,6.88220204
120.1263837,13.98368545,6.991842725
121.9919832,13.99035886,6.995179429
123.8137792,14.00722036,7.003610179
126.1089047,14.03363582,7.016817911
